module_id,module,question_concept_id,question,answer_concept_id,answer,answer_numeric,answer_text,select_all
1740639,Personal and Family Health History,836808,"Including yourself, who in your family has had migraine headaches? Select all that apply.",43529223,"Including yourself, who in your family has had migraine headaches? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836809,"Including yourself, who in your family has had multiple sclerosis (MS)? Select all that apply.",43529246,"Including yourself, who in your family has had multiple sclerosis (MS)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836810,"Including yourself, who in your family has had muscular dystrophy (MD)? Select all that apply.",43529254,"Including yourself, who in your family has had muscular dystrophy (MD)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836811,"Including yourself, who in your family has had neuropathy? Select all that apply.",43529275,"Including yourself, who in your family has had neuropathy? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836812,"Including yourself, who in your family has had Parkinson's disease? Select all that apply.",43529689,"Including yourself, who in your family has had Parkinson's disease? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836813,"Including yourself, who in your family has had restless leg syndrome? Select all that apply.",43529769,"Including yourself, who in your family has had restless leg syndrome? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836814,"Including yourself, who in your family has had polycystic ovarian syndrome? Select all that apply.",43529723,"Including yourself, who in your family has had polycystic ovarian syndrome? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836815,"Including yourself, who in your family has had asthma? Select all that apply.",43528436,"Including yourself, who in your family has had asthma? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836816,"Including yourself, who in your family has had sleep apnea? Select all that apply.",43529834,"Including yourself, who in your family has had sleep apnea? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836817,"Including yourself, who in your family has had gout? Select all that apply.",43528738,"Including yourself, who in your family has had gout? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836818,"Including yourself, who in your family has had osteoarthritis? Select all that apply.",43529608,"Including yourself, who in your family has had osteoarthritis? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836819,"Including yourself, who in your family has had osteoporosis? Select all that apply.",43529612,"Including yourself, who in your family has had osteoporosis? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836820,"Including yourself, who in your family has had rheumatoid arthritis (RA)? Select all that apply.",43529775,"Including yourself, who in your family has had rheumatoid arthritis (RA)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836821,"Including yourself, who in your family has had spine, muscle, or bone disorders (non-cancer)? Select all that apply.",43529860,"Including yourself, who in your family has had spine, muscle, or bone disorders (non-cancer)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836822,"Including yourself, who in your family has had systemic lupus? Select all that apply.",702784,"Including yourself, who in your family has had systemic lupus? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836823,"Including yourself, who in your family has had cataracts? Select all that apply.",43528527,"Including yourself, who in your family has had cataracts? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836824,"Including yourself, who in your family has had glaucoma? Select all that apply.",43528730,"Including yourself, who in your family has had glaucoma? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836825,"Including yourself, who in your family has had severe hearing loss or partial deafness in one or both ears? Select all that apply.",43528902,"Including yourself, who in your family has had severe hearing loss or partial deafness in one or both ears? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836826,"Including yourself, who in your family has had macular degeneration? Select all that apply.",43529195,"Including yourself, who in your family has had macular degeneration? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836827,"Including yourself, who in your family has had alcohol use disorder? Select all that apply.",43528373,"Including yourself, who in your family has had alcohol use disorder? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836828,"Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply.",43528446,"Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836829,"Including yourself, who in your family has had heart valve disease? Select all that apply.",43528921,"Including yourself, who in your family has had heart valve disease? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836831,"Including yourself, who in your family has had colon cancer/rectal cancer? Select all that apply.",43528568,"Including yourself, who in your family has had colon cancer/rectal cancer? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836832,"Including yourself, who in your family has had endocrine cancer? Select all that apply.",43528669,"Including yourself, who in your family has had endocrine cancer? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836833,"Including yourself, who in your family has had endometrial cancer? Select all that apply.",43528648,"Including yourself, who in your family has had endometrial cancer? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836834,"Including yourself, who in your family has had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.) Select all that apply.",43528890,"Including yourself, who in your family has had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.) - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836835,"Including yourself, who in your family has had other cancer(s)? Select all that apply.",43529628,"Including yourself, who in your family has had other cancer(s)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836836,"Including yourself, who in your family has had high cholesterol? Select all that apply.",43528939,"Including yourself, who in your family has had high cholesterol? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836837,"Including yourself, who in your family has had peripheral vascular disease? Select all that apply.",43529705,"Including yourself, who in your family has had peripheral vascular disease? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836839,"Including yourself, who in your family has had a liver condition (e.g., cirrhosis)? Select all that apply.",43529173,"Including yourself, who in your family has had a liver condition (e.g., cirrhosis)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836842,"Including yourself, who in your family has had skin condition(s) (e.g., eczema, psoriasis)? Select all that apply.",43529827,"Including yourself, who in your family has had skin condition(s) (e.g., eczema, psoriasis)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836843,"Including yourself, who in your family has had acid reflux? Select all that apply.",43528351,"Including yourself, who in your family has had acid reflux? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836844,"Including yourself, who in your family has had colon polyps? Select all that apply.",43528574,"Including yourself, who in your family has had colon polyps? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836845,"Including yourself, who in your family has had diverticulitis/diverticulosis? Select all that apply.",43528640,"Including yourself, who in your family has had diverticulitis/diverticulosis? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836846,"Including yourself, who in your family has had gall stones? Select all that apply.",43528722,"Including yourself, who in your family has had gall stones? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836847,"Including yourself, who in your family has had irritable bowel syndrome (IBS)? Select all that apply.",43529127,"Including yourself, who in your family has had irritable bowel syndrome (IBS)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836848,"Including yourself, who in your family has had other/unknown diabetes? Select all that apply.",43529672,"Including yourself, who in your family has had other/unknown diabetes? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836849,"Including yourself, who in your family has had pulmonary embolism or deep vein thrombosis (DVT)? Select all that apply.",43529752,"Including yourself, who in your family has had pulmonary embolism or deep vein thrombosis (DVT)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836850,"Including yourself, who in your family has had anxiety reaction/panic disorder? Select all that apply.",43528417,"Including yourself, who in your family has had anxiety reaction/panic disorder? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836851,"Including yourself, who in your family has had a drug use disorder? Select all that apply.",43528655,"Including yourself, who in your family has had a drug use disorder? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836852,"Including yourself, who in your family has had epilepsy or seizure? Select all that apply.",43528688,"Including yourself, who in your family has had epilepsy or seizure? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836853,"Including yourself, who in your family has had narcolepsy? Select all that apply.",43529261,"Including yourself, who in your family has had narcolepsy? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836854,"Including yourself, who in your family has had endometriosis? Select all that apply.",43528681,"Including yourself, who in your family has had endometriosis? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836855,"Including yourself, who in your family has had fibroids? Select all that apply.",43528704,"Including yourself, who in your family has had fibroids? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836856,"Including yourself, who in your family has had other condition(s)? Select all that apply.",43529620,"Including yourself, who in your family has had other condition(s)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836857,"Including yourself, who in your family has had reactions to anesthesia (such as hyperthermia)? Select all that apply.",43529757,"Including yourself, who in your family has had reactions to anesthesia (such as hyperthermia)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836858,"Including yourself, who in your family has had chronic lung disease (COPD, emphysema, or bronchitis)? Select all that apply.",702791,"Including yourself, who in your family has had chronic lung disease (COPD, emphysema, or bronchitis)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836859,"Including yourself, who in your family has had fibromyalgia? Select all that apply.",43528709,"Including yourself, who in your family has had fibromyalgia? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836860,"Including yourself, who in your family has had pseudogout (CPPD)? Select all that apply.",43529742,"Including yourself, who in your family has had pseudogout (CPPD)? - Grandparent",7,Grandparent,1
1740639,Personal and Family Health History,836876,"Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply.",43528593,"Including yourself, who in your family has had coronary artery/coronary heart disease? - Grandparent",7,Grandparent,1
1333342,COVID-19 Participant Experience (COPE) Survey,1332880,What do you think is the main reason(s) for these experiences? Select all that apply.,1332780,Your Weight,7,Your Weight,1
1333342,COVID-19 Participant Experience (COPE) Survey,1333016,What type of household do you live in?,1333151,"Nursing home, or rehab facility",7,"Nursing home, or rehab facility",0
1586134,The Basics,1384450,Insurance: Insurance Type,1384595,Insurance Type: Other Insurance Type,7,Other Insurance Type,1
1586134,The Basics,1585348,Gender: Closer Gender Description,1585354,Closer Gender Description: Unsure,7,Unsure,1
1586134,The Basics,1585375,Income: Annual Income,1585382,Annual Income: 100k 150k,7,100k 150k,0
1586134,The Basics,1585402,Living Situation: Current Living,1585875,Current Living: Transitional,7,Transitional,0
1586134,The Basics,1585940,Education Level: Highest Grade,1585947,Highest Grade: College Graduate,7,College Graduate,0
